,Product_name,Original_price,Offer_price,Offer_percentage,Extra_offer,Shades_and_sizes,Featured_product,Best_seller_product
3196,Footlogix Pediceuticals Peeling Skin Formula Mousse,1440,1397,3,Not available,Not available,Not available,Not available
3197,LetsShave Body And Bikini Combo For Women,797,725,9,Extra 10% Off,Not available,Not available,Not available
3198,Wishcare Activated Charcoal Tooth Powder for Natural Teeth W...,450,339,25,Not available,Not available,Not available,Not available
3199,Kimirica Creme Bath Calla Lilly Body Wash,475,404,15,Not available,Not available,Not available,Not available
3200,Azah Box Of 8 Pads - Regular,109,89,18,Not available,Not available,Not available,Not available
3201,Moha Hand & Foot Care Combo,645,419,35,Not available,Not available,Not available,Not available
3202,Majestique Exfoliating Bath Loofah - Pack of 2,Not available,169,Not available,Not available,Not available,Not available,Not available
3203,VEGA NFS-01 DZyner Mini Nail File (Color May Vary),Not available,125,Not available,Not available,Not available,Not available,Not available
3204,Sirona FDA Approved 100% Organic Cotton and Biodegradable Ta...,399,299,25,Extra 10% Off,Not available,Not available,Not available
3205,Just Herbs Long Lasting & Refreshing Deodorant And Body Spra...,325,260,20,Enjoy Free Gift,Not available,Not available,Not available
3206,Sebamed Body Lotion PH 5.5 Lotion - Pack Of 2,Not available,2600,Not available,Not available,Not available,Not available,Not available
3207,Spruce Shave Club Intimate Wash With Neroli Tea Tree Anti-Od...,599,389,35,Not available,Not available,Not available,Not available
3208,Nat Habit Fresh Whipped Skin Malai Double Cocoa Intense Derm...,511,363,29,Not available,Not available,Not available,Not available
3209,Pee Safe 100% Organic Cottan Sanitary Pads (10 Overnight & 1...,598,508,15,Not available,Not available,Not available,Not available
3210,Kimirica 100% Plant Based Squalane Oil for Face Body & Hair,Not available,945,Not available,Not available,Not available,Not available,Not available
3211,Majestique Cleanse Flower Loofah Mesh Bath (Color May Vary),Not available,159,Not available,Not available,Not available,Not available,Not available
3212,Nair Sensitive Hair Removal Delicate Cream,399,289,Not available,Not available,Not available,Not available,Not available
3213,Mustela 2 In 1 Cleansing Gel,625,563,10,Not available,Not available,Not available,Not available
3214,Sri Sri Tattva Orange & Tulsi Soap,Not available,42,Not available,Not available,Not available,Not available,Not available
3215,O4U Pure Mysore Sandalwood Essential Oil,Not available,4125,Not available,Not available,Not available,Not available,Not available
3216,Sri Sri Tattva Almond Honey Soap,Not available,42,Not available,Not available,Not available,Not available,Not available
3217,Nature's Essence Lavender Mani-Pedi Kit with Salicylic Acid,1000,950,5,Extra 10% Off,Not available,Not available,Not available
3218,CGG Cosmetics 2% Salicylic Acid Serum in Body Wash with FREE...,449,382,15,Not available,Not available,Not available,Not available
3219,Majestique Colorful Nail File Strips - Double Sided for Mani...,Not available,129,Not available,Not available,Not available,Not available,Not available
3220,Majestique Colorful Nail File Strips - Double Sided for Mani...,Not available,129,Not available,Not available,Not available,Not available,Not available
3221,Matra Goat Milk & Shea Butter Invigorating Soap,199,179,10,Not available,Not available,Not available,Not available
3222,Plush Period Kit - Pure Us Cotton - Ultra-thin Sanitary Pads...,335,318,5,Not available,Not available,Not available,Not available
3223,BodyHerbals Lavender Bath And Body Spa Kit - Gift Sets & Com...,Not available,1199,Not available,Not available,Not available,Not available,Not available
3224,Nature's Essence Almond & Honey Nourishing Body Lotion & Alm...,190,171,10,Extra 10% Off,Not available,Not available,Not available
3225,L'Occitane Rose 'Burst of Relaxation' Hand Cream,Not available,950,Not available,Enjoy Free Gift,Not available,Not available,Not available
3226,Kimirica Whispering Peach Shower Gel Bottle,575,460,20,Not available,Not available,Not available,Not available
3227,Be Bodywise 1% Salicylic Acid Body Wash - Pack Of 2,978,799,18,Get Free Product,Not available,Not available,Not available
3228,Whisper Ultra Clean XL + 30s + Nights XXXL 10s,625,611,2,Not available,Not available,Not available,Not available
3229,Dove Original Deodorant Roll On For Women - Pack Of 2,440,308,30,Not available,Not available,Not available,Not available
3230,Bloomsberry Green Apple Harvest Hand Sanitizer,60,57,5,Not available,Not available,Not available,Not available
3231,Mamaearth Ubtan Body Wash + Tea Tree Body Wash - Pack Of 2,698,572,18,Get Free Product,Not available,Not available,Not available
3232,TAC - The Ayurveda Co. Dashapushpadi Baby Dusting Powder - M...,Not available,99,Not available,Extra 10% Off,Not available,Not available,Not available
3233,Fiama Lemongrass & Jojoba Gel Bar- Pack of 5 combo,500,400,20,Not available,Not available,Not available,Not available
3234,Playboy Sexy So What Deodorant Spray,319,223,30,Not available,Not available,Not available,Not available
3235,The Woman's Company Ultra Soft Biodegradable Sanitary Day Pa...,279,204,27,Not available,Not available,Not available,Not available
3236,Footlogix Pediceuticals Very Dry Skin Formula Mousse,3600,3492,3,Not available,Not available,Not available,Not available
3237,Nykaa Love Struck Talk All Night Body Lotion + Perfume,1198,899,25,Enjoy Free Gift,Not available,Not available,Not available
3238,Ambi Pur Air Effects Sweet Berries Air Freshener,299,284,5,Not available,Not available,Not available,Not available
3239,Majestique Nail Cutter with Comfort Grip-Trimmer Stainless S...,Not available,169,Not available,Not available,Not available,Not available,Not available
3240,Bombay Shaving Company U-Shaped Beard Comb,295,249,16,Enjoy Free Gift,Not available,Not available,Not available
3241,Superdrug Fruity Lime and Ginger Shower Gel,Not available,275,Not available,Not available,Not available,Not available,Not available
3242,LetsShave Evior 3 Plus Disposable Razor- Pack Of 3,Not available,179,Not available,Extra 10% Off,Not available,Not available,Not available
3243,Feather Japanese Disposable Unisex Skin Razor,Not available,69,Not available,Not available,Not available,Not available,Not available
3244,Dabur Red Paste Mega Super Saver 200gm Pack of 2 Get Rs. 21/...,234,208,11,Not available,Not available,Not available,Not available
3245,Fem Fairness Bleach (Pack Of 3),270,227,16,Not available,Not available,Not available,Not available
3246,Syska FS1088 Female Shaver,2699,1889,30,Not available,Not available,Not available,Not available
3247,Pee Safe Domina Raunchy Natural Lubricant Gel,699,499,29,Not available,Not available,Not available,Not available
3248,SANCTUS Underarm Whitening Treatment Kit For Women,Not available,970,Not available,Not available,Not available,Not available,Not available
3249,Bombay Shaving Company Precision Safety Razor + 5 Platinum C...,1745,1299,26,Enjoy Free Gift,Not available,Not available,Not available
3250,"Juicy Chemistry Rosehip, Coconut & Calendula",450,369,18,Not available,Not available,Not available,Not available
3251,L'Occitane Shea Butter Extra Gentle Soap - Verbena,Not available,1000,Not available,Enjoy Free Gift,2 sizes,Not available,Not available
3252,VEGA Loofah Back Scrubber,Not available,489,Not available,Not available,Not available,Not available,Not available
3253,"Raaga Professional Liposoluble Metallic Wax, Pearl",1345,1237,8,Not available,Not available,Not available,Not available
3254,Kimirica Whispering Peach Body Lotion,599,479,20,Not available,Not available,Not available,Not available
3255,Nyassa Divine Lotus Handmade Soap,365,292,20,Not available,Not available,Not available,Not available
3256,VLCC Insta Glow Oxygen Bleach Pack of 2,160,152,5,Not available,Not available,Not available,Not available
3257,Secret Temptation Mystery Deodorant Spray For Women (Pack Of...,398,338,15,Not available,Not available,Not available,Not available
3258,Be Bodywise Face & Body Acne Kit (1% Salicylic Acid Body Was...,848,763,10,Get Free Product,Not available,Not available,Not available
3259,TNW The Natural Wash Under Arm Roll On and Hand & Foot Cream...,580,435,25,Enjoy Free Gift,Not available,Not available,Not available
3260,Chicco Baby Moments Caring Gift Set For Babies - Pink,Not available,590,Not available,Enjoy Free Gift,Not available,Not available,Not available
3261,PureSense Lemon Whipped Body Cream Lotion with Green Tea For...,800,680,15,Not available,Not available,Not available,Not available
3262,"Axe Africa 3 In 1 Body, Face & Hair Wash For Men",225,146,35,Not available,2 sizes,Not available,Not available
3263,Mother Sparsh Daily Moisturizing Coco Rich Baby Lotion,Not available,269,Not available,Not available,Not available,Not available,Not available
3264,Bionova Ultimade HS 80% Alcohol Liquid Base Hand Sanitizer w...,Not available,375,Not available,Not available,Not available,Not available,Not available
3265,"Nykaa Wanderlust French Lavender Shower Gel, Body Scrub, Bod...",1548,1238,20,Enjoy Free Gift,Not available,Not available,Not available
3266,Bombay Shaving Company Precision Safety Razor with 5 Platinu...,1995,1495,25,Enjoy Free Gift,Not available,Not available,Not available
3267,Be Bodywise 5% Niacinamide Body Wash - Pack Of 2,798,698,13,Get Free Product,Not available,Not available,Not available
3268,Kazarmaa Lavender Love Bath And Body Gift Hamper Set,1299,1169,10,Not available,Not available,Not available,Not available
3269,Colgate 360 Charcoal Battery Powered Toothbrush - 2 Pcs (Ref...,275,248,10,Not available,Not available,Not available,Not available
3270,David Beckham Instinct + Classic Blue + Intimately Man Deo C...,1497,1123,25,Not available,Not available,Not available,Not available
3271,Paree Ultra Thinz 30 XL Soft Feel Sanitary Pads with Frangra...,450,324,28,Not available,Not available,Not available,Not available
3272,VILVAH Exfoliating Bodywash (Berrylicious),Not available,495,Not available,Not available,Not available,Not available,Not available
3273,Palmolive Body Wash Feel The Massage Exfoliating Shower Gel ...,498,374,25,Not available,Not available,Not available,Not available
3274,Bombae Reusable Menstrual Cup & Sterilizer Container| Large ...,748,599,20,Enjoy Free Gift,Not available,Not available,Not available
3275,Nova NLS 531 Sensi Trim Facial Epilator Battery Operated for...,1595,1420,11,Not available,Not available,Not available,Not available
3276,Aquawhite Super Clean Toothbrush - Medium Bristles (Pack of ...,Not available,80,Not available,Not available,Not available,Not available,Not available
3277,Khadi Organique Rose Geranium Soap,80,64,20,Not available,Not available,Not available,Not available
3278,GUBB Baby Manicure Kit for Newborn Blue- Nail Cutter for Bab...,299,224,25,Not available,Not available,Not available,Not available
3279,Forest Essentials Ayurvedic Nourishing Silk Soap Panchamrit,Not available,795,Not available,Get Free Product,Not available,Not available,Not available
3280,Amrutam Kuntal Care Herbal Shampoo And Amrutam Face Wash Wit...,Not available,547,Not available,Not available,Not available,Not available,Not available
3281,Naturali Intense Moisturizer Body Lotion,399,239,40,Not available,1 size,Not available,Not available
3282,Khadi Organique Charcoal Soap,85,68,20,Not available,Not available,Not available,Not available
3283,House Of Beauty Breast Lift Tape 2 Inch - Medium Dark,799,679,15,Not available,Not available,Not available,Not available
3284,Gentlemen's Crew Long Lasting Deodorants - Pack Of 3,1197,898,25,Not available,Not available,Not available,Not available
3285,Victoria's Secret Bombshell Celebration Fine Fragrance Lotio...,Not available,2999,Not available,Not available,Not available,Not available,Not available
3286,Kimirica Romantic & Delightful Sulphate Free Shower Gel Duo,1150,920,20,Not available,Not available,Not available,Not available
3287,CGG Cosmetics Bulgarian Rose Gel Exfoliating Body Scrub- Fir...,550,330,40,Not available,Not available,Not available,Not available
3288,Kimirica Love Story Handmade Bathing Soap Bar Trio Gift Box ...,1799,1439,20,Not available,Not available,Not available,Not available
3289,GUBB Islander Roll On Deodorant For Women - Pourfemme Aqua,295,162,45,Not available,Not available,Not available,Not available
3290,Khadi Natural Jasmine Soap - Pack of 2,160,136,15,Not available,Not available,Not available,Not available
3291,Gillette Mach3 Start Mens Razor Blades 2N Cartridge,Not available,249,Not available,Not available,Not available,Not available,Not available
3292,Nykaa Love Struck Stay With Me Body Lotion + Perfume,1198,899,25,Enjoy Free Gift,Not available,Not available,Not available
